"Study.Num","replicate","Segment","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
44,"1",1,13288,92.77,56.13,33.51,27.4,19.77,32.2,76.39,40.08,5.97,2.04,0.01,0.89,0.07,0,1.08,3.93,7.64,13.33,5.73,2.81,5.62,0.89,8.56,5.98,3.8,0.94,4.46,2.49,3.26,1.66,1.56,0.7,0.14,0.27,5.76,0.02,0.02,0.2,0.08,18.85,4.81,3.39,1.05,3.38,3.52,4.28,2.86,2.4,0.05,0.35,1.07,0.48,0.29,0.01,0.33,6.22,2.05,0.78,2.65,0.65,0.56,3.63,4.15,0.81,10.4,0.83,7.71,1.78,3.73,0.33,0.03,0.28,0.05,0.01,0.22,0,0.16,0.04,0.03,0,17.8,5.43,6.53,0.09,0.27,0.05,0,1.2,0.44,0.16,2.83,0.81
46,"1",1,13171,96.16,54.42,47.68,38.46,27.44,30.09,71.49,37.78,4.02,1.06,0.08,0.49,0.02,0.01,0.46,2.96,6.07,15.87,4.71,3.04,5.27,0.6,6.97,7.93,4.55,0.63,7.43,2.84,2.9,1.81,1.09,0.18,0.03,0.17,5.1,0.09,0.02,0.18,0.2,13.8,4.41,2.44,0.93,1.78,1.48,3.83,0.92,0.71,0.08,0.11,0.1,0.05,0.05,0,0,8,1.15,1.22,4.39,1.05,0.76,2.75,3.93,0.56,13.27,0.69,7.07,5.52,3.37,0.11,0.08,0.11,0,0,0.4,0,0.14,0.13,0.14,0,21.22,4.53,7.1,0.11,0.96,0.1,0,2.61,0.43,0.49,4,0.89
48,"0",1,16535,95.4,80.74,20.2,37.43,27.11,33.12,74.79,38.57,6.01,2.32,0.1,0.67,0.3,0.18,1.08,3.69,7.21,14.67,4.05,2.53,5.31,0.85,7.35,4.54,3.2,1.16,5.72,1.61,4.61,2.61,1.95,1.06,0.31,0.24,11.98,1.89,0.8,1.16,0.24,13.29,4.3,3.14,0.92,2.07,1.37,3.31,1.23,0.74,0.07,0.31,0.56,0.06,0.34,0.04,0.09,10.74,4.67,1.03,3.14,1.28,1.26,3.53,3.72,0.48,9.39,1.29,5.29,2.8,3.94,0.25,0.05,0.22,0.07,0.93,0.27,0.01,0.13,0.05,0.08,0,22.64,5.12,8.04,0.16,0.77,0.09,0,1.46,0.45,0.76,4.84,0.95
49,"0",1,10970,94.88,55.32,35.15,51.16,22.57,32.26,74,39.7,4.78,1.38,0.04,0.47,0.25,0.04,0.58,3.39,7.68,14.36,5.92,2.22,6.18,0.57,9.18,6.31,4.13,0.82,4.41,2.13,3.18,2.22,0.87,0.14,0.15,0.17,4.89,0.01,0.01,0.1,0.08,15.49,4.14,4.79,1.75,3.04,0.98,3.66,1.2,0.66,0.08,0.28,0.77,0.24,0.18,0,0.35,6.83,0.77,3.31,2.08,2.19,0.74,3.88,3.49,1.31,12.67,4.17,4.86,3.79,5.06,0.39,0.04,0.17,0.06,0,0.13,0,0.06,0.01,0.05,0,20.97,5.54,7.15,0.54,0.36,0.09,0.01,0.89,1.38,0.15,3.17,1.69
52,"0",1,14703,94.59,60.89,30.47,41.64,22.52,34.39,71.96,38.98,4.62,1.96,0.03,0.82,0.08,0.1,0.92,2.67,7.29,14.3,4.71,2.96,6.05,1.23,8.05,6.16,3.33,1.1,6.54,1.61,5.22,2.71,1.84,0.52,0.2,0.77,6.18,0.01,0.04,0.08,0.14,16.51,6.39,4.45,0.94,2.26,1.53,3.05,2.71,0.64,0.37,0.8,1.76,0.96,0.34,0.12,0.54,4.94,1.24,0.97,1.23,1.41,0.54,4.07,2.73,0.63,9.49,1.57,5.11,2.85,3.52,0.96,0.03,0.16,0.11,0.01,0.17,0,0.08,0.05,0.04,0,21.93,4.94,8.43,0.07,0.32,0.05,0,0.7,1.71,0.29,4.73,0.68
53,"0",1,9878,94.3,57.32,23.24,10.54,25.86,33.31,64.98,33.28,4.59,1.4,0.03,0.67,0,0.01,0.69,3.19,5.35,12.83,4.63,1.76,4.43,1.11,6.77,5.91,2.63,0.82,6.24,1.81,3.68,1.24,2.44,0.16,0.91,1.16,5.58,0,0.03,0.25,0.03,14.32,3.58,5.64,0.88,1.45,1.09,3.26,2.01,1.75,0.09,0.05,0.69,0.52,0.08,0.04,0.05,9.5,1.62,1.54,5.61,0.74,0.37,3.29,3.14,0.65,10.63,0.94,7.91,1.84,4.32,0.1,0.01,0.33,0.04,0,0.18,0,0.08,0.04,0.06,0,26.06,5.21,7.67,0.25,0.62,0.01,0,4.24,0.22,0.29,5.78,1.75
55,"0",1,11594,94.85,51.31,41.66,47.63,24.15,37.86,69.9,37.53,5.42,1.5,0.04,0.34,0.01,0.38,0.73,3.92,7.75,12.97,5.36,1.91,4.49,1.19,9.89,4.07,2.69,0.88,5.36,1.56,3.5,2.29,1.11,0.28,0.09,0.39,5.03,0.01,0.03,0.24,0.22,15.69,4.3,5.41,1.04,1.73,1.18,3.81,1.35,0.56,0.49,0.15,0.69,0.41,0.22,0.03,0.09,4.81,0.69,1.27,1.6,1.16,0.41,4.99,3.83,1.13,12.99,3.36,6.45,2.64,3.52,0.24,0.09,0.1,0.02,0.05,0.24,0,0.16,0.03,0.07,0,21.81,4.78,7.62,0.08,0.53,0.03,0,3,0.35,0.22,4.24,0.97
56,"0",1,11345,95.72,75.67,13.32,10.75,16.54,30.82,72.34,39.69,7.04,2.65,0.06,1.18,0.04,0.04,1.34,4.39,8.98,13.51,5.02,2.43,3.97,0.42,8.29,4.84,2.67,1.22,7.79,1.44,7.29,2.22,3.4,0.31,1.49,1.38,8.43,0,0,0.04,0.04,13.63,4.78,4.78,1.18,1.98,0.76,2.2,1.15,0.64,0.04,0.13,0.11,0.05,0.03,0,0.03,8.15,2.41,1.61,3,0.53,0.94,3.01,3.56,0.93,8.51,0.92,5.76,1.82,1.82,0.32,0.01,2.43,0,0,0.63,0,0.57,0.16,0.02,0,28.54,7.25,7.92,0.51,0.5,0.07,0,0.95,0.19,0.99,5.78,4.37
58,"0",1,17788,88.67,81.28,16.55,4.87,27.79,34.04,75.8,40.04,8.45,3.51,0.29,0.85,0.1,0.67,1.6,4.93,5.99,13.47,4.72,3.04,5.91,0.91,8.51,4.24,2.43,1.3,5.66,1.41,8.24,3.05,5.07,4,0.26,0.61,12.1,0.01,1.88,0.38,0.43,15.86,5.59,3.2,0.88,3.37,1.42,2.97,2.11,0.68,0.1,0.57,1.47,0.01,0.13,0.01,1.32,10.77,3.99,0.52,4.35,0.62,1.64,2.88,4.74,1.34,7.88,1.09,4.43,2.3,2.05,1.26,0.05,0.12,0.16,0,0.4,0,0.21,0.16,0.02,0,21.5,4.13,7.29,0.1,0.87,0.04,0,1.39,0.91,1.42,4.44,0.93
59,"1",1,18408,92.87,83.8,21.95,69.49,24.48,36.04,74.45,40.1,7.35,3.05,0.3,0.91,0.14,0.44,1.27,4.3,6.54,14.4,5.33,2.41,5.04,0.78,9.14,3.57,2.13,1.27,4.21,1.68,4.13,3.12,0.8,0.26,0.1,0.25,12.38,0.15,3.08,0.3,0.28,16.16,6.55,3.4,1.36,2.98,1.4,2.48,3.4,0.53,0.05,0.43,0.4,0.06,0.07,0.06,0.18,9.96,6.39,1.18,1.44,1.22,0.49,3.29,4.81,1.45,8.83,0.91,5.47,2.46,3.48,0.39,0.04,0.16,0.06,0.01,0.42,0,0.27,0.09,0.07,0,21.76,4.66,6.71,0.1,0.58,0.06,0,1.54,0.99,2.13,4.23,0.75
61,"0",1,6534,93.47,61.45,44.01,32.61,23.59,34.02,77.09,39.93,5.79,1.87,0.06,0.81,0.11,0.06,0.83,3.92,7.51,13.67,5,2.72,5.74,1.24,7.27,6.86,3.47,0.72,5.42,2.13,6.61,2.72,2.33,0.26,0.2,1.01,6.08,0.14,0.08,0.06,0.24,12.23,3.67,3.46,0.93,1.52,1.3,2.79,3.4,0.99,0.05,0.29,0.95,0.14,0.75,0.03,0.06,6,1.48,1.52,1.91,1.29,0.14,3.15,3.6,0.8,14.57,1.53,7.16,6.14,2.92,0.23,0.05,0.17,0.02,0.05,0.31,0,0.2,0.05,0.06,0,20.52,4.3,8.78,0.47,0.49,0.15,0,1.56,0.46,0.32,3.4,0.58
63,"0",1,9980,96.56,56.57,11.64,23.12,20.75,28.64,69.19,37.26,4.99,1.09,0.2,0.02,0.01,0.15,0.71,3.9,8.22,13.6,4.6,1.86,4.46,0.86,7.1,5.43,2.87,0.96,6.09,2.2,2.69,1.25,1.42,0.39,0.32,0.22,5.66,0.01,0.07,0.24,0.15,12.52,3.15,2.98,0.91,3.26,1.31,2.96,3.78,2.25,1.13,0.23,0.49,0.37,0.07,0.01,0.05,6.42,1.17,1.83,2.05,0.52,1.03,2.8,4.06,0.83,8.6,1.01,5.41,2.33,5.51,0.75,0.1,0.27,0.02,0.01,0.27,0.02,0.21,0.04,0.02,0,22.69,5.62,6.84,0.21,0.56,0.05,0,1.64,0.16,0.53,4.97,2.09
64,"0",1,17380,95.61,58.42,36.17,27.21,26.74,32.01,68.27,39.56,5.47,2.07,0.09,1.06,0.02,0.18,0.71,3.41,8.1,14.23,4.86,2.16,5.74,0.66,7.96,5.55,3.89,0.98,5.98,1.69,1.95,0.97,0.89,0.08,0.29,0.41,5.66,0,0.02,0.14,0.12,14.34,4.55,4.38,1.06,2.16,0.62,3.86,1.28,0.85,0.03,0.12,0.54,0.11,0.34,0,0.18,5.17,1.55,0.85,2.27,0.68,0.21,3.86,3.04,0.9,11.62,0.73,8.3,2.52,2.55,0.54,0.04,0.19,0.05,0.01,0.14,0.01,0.06,0.03,0.05,0,22.49,5.07,8.67,0.33,0.62,0.06,0,0.93,0.33,0.16,5.51,0.81
65,"0",1,15535,91.28,74.31,19.45,17.37,21.14,32.77,73.93,38.54,6.6,3,0.17,1.12,0.17,0.11,1.42,3.6,6.2,13.53,5.23,2.8,5.59,0.98,9.08,6.36,4.31,1.31,7.75,2.45,7.74,3.08,3.66,0.21,2.52,0.24,9.58,0.03,0.04,0.36,0.42,15.04,5.63,2.2,1.31,3.04,1.38,3.19,1.56,0.86,0.06,0.29,0.27,0.09,0.1,0.01,0.08,7.61,2.5,1.9,2.24,0.78,0.44,4.07,3.47,1.45,8.25,0.81,5.3,2.08,3.36,0.16,0.03,0.13,0.14,0.08,0.37,0.01,0.23,0.08,0.06,0,23.13,5.19,8.24,0.41,0.74,0.23,0.01,0.86,0.62,0.56,5.32,0.97
68,"0",1,13207,80.46,62.34,19.15,25.29,27.23,28.14,78.47,45.29,9.37,3.16,0.05,0.76,0.05,0.53,1.78,6.22,7.87,11.65,6.91,3.33,6.24,2.14,12.49,3.77,2.92,1.91,5.63,1.77,2.71,1.33,1.36,0.27,0.23,0.49,8.5,0.04,0.01,0.36,0.3,16.98,4.56,4.05,1.45,4.14,1.17,3.96,1.48,0.45,0.05,0.35,0.87,0.6,0.18,0,0.11,5.51,1.33,0.81,2.04,1.18,0.67,5.16,5.17,2.05,9.18,2.33,3.94,3.32,2.97,0.23,0.02,0.37,0.42,0.05,0.31,0.01,0.2,0.1,0.02,0,18.05,3.99,6.79,0.16,0.39,0.16,0.01,0.64,0.92,0.73,3.76,0.52
69,"1",1,12444,92.2,67.27,20.24,70.81,27.96,31.82,73.89,37.81,5.45,1.27,0.03,0.67,0,0.13,0.44,4.18,6.14,13.24,5.54,2.48,5.6,0.93,8.33,4.85,3.26,1.07,5.96,2.66,6.69,3.96,1.57,0.59,0.34,0.43,8.41,0.02,0.06,0.47,0.35,14.89,5.07,2.33,0.87,3.38,1.38,3.63,1.84,1.04,0.09,0.13,1.97,0.45,0.11,0.01,1.41,7.24,1.69,3.09,2.35,0.47,0.26,3.28,4.28,1.01,8.26,0.66,5.75,1.91,3.18,1.6,0.05,0.12,0.03,0,0.17,0,0.05,0.02,0.1,0,25.3,4.4,9.06,0.18,0.78,0.06,0,1.66,0.56,0.35,6.28,1.97
71,"0",1,15281,96.16,54.06,17.27,18.97,24.53,30.55,70.06,40.1,4.44,0.98,0.07,0.35,0.1,0.05,0.41,3.46,9.68,13.23,5.84,2.89,4.44,0.99,9.73,4.64,3.03,0.84,8.54,3.23,3.61,1.56,2.02,0.34,0.33,0.56,4.69,0,0.01,0.09,0.09,14.25,4.46,3.18,1.61,2.37,1.51,3.08,0.87,0.73,0.02,0.07,0.4,0.06,0.29,0.01,0.07,7.24,1.54,1.82,2.21,1.03,1.33,3.94,4.81,0.76,9.4,0.96,6.18,2.3,3.42,0.33,0.01,0.53,0.09,0.02,0.33,0,0.22,0.1,0.01,0,22.92,4.24,7.25,0.32,1.08,0.09,0.01,1.41,0.86,0.16,5.57,1.94
72,"0",1,14554,95.62,65.09,27.42,86.93,25.27,34.06,74.04,37.5,3.69,1.09,0.02,0.38,0.01,0,0.67,2.6,7.53,14.2,5,3.38,5.44,0.76,8.23,6.2,3.35,1.07,6.65,1.92,10,6.73,3.18,0.04,1.94,0.67,7.71,0.03,0.03,0,0,14.39,5.14,4.02,1.39,2.08,0.89,3.45,0.98,0.58,0.1,0.05,0.76,0.03,0.52,0.01,0.21,9.33,2.41,1.57,5.17,0.4,0.16,3.59,3.29,0.87,10.18,1.1,5.85,3.31,3.06,0.19,0.1,0.16,0.1,0,0.4,0,0.34,0.01,0.05,0,21.6,5.05,8.09,0.23,0.65,0.03,0,0.75,0.14,0.45,5.48,0.74
73,"1",1,9550,90.64,68.86,15.63,63.29,26.75,34.28,72.72,41.64,8.09,3.63,0,0.85,0.07,0.16,2.55,4.46,7.07,13.73,5.71,2.73,5.58,0.7,8.52,6.04,4.46,1.28,5.02,4.43,3.77,2.79,0.81,0.23,0.27,0.08,9.03,0,0.09,0.08,0.08,12.95,2.96,1.7,1.4,2.87,1.24,4.32,1.83,0.71,0.37,0.29,1.78,0.04,1.13,0,0.61,7.13,3.33,1.03,1.97,0.85,0.26,3.45,3.91,0.76,9.21,0.7,6.96,1.43,3.43,0.82,0.22,0.22,0.01,0.03,0.25,0,0.05,0.08,0.12,0,19.64,4.88,6.54,0.17,0.48,0.05,0,0.99,0.44,0.58,4.72,0.79
77,"0",1,6322,95.79,60.55,35.14,50.57,29.4,32.54,79.61,41.54,6.99,2.44,0.27,0.09,0,0.22,1.85,4.56,9.17,14.36,3.91,2.64,5.95,0.35,6.82,4.4,2.66,1.82,3.91,2.63,3.07,2.07,0.74,0.17,0.02,0.41,7.02,0,0.24,0.13,0.11,13.89,4.02,3.08,0.96,2.44,2.01,3.83,1.06,0.32,0.03,0.17,1.2,0.09,0.47,0.03,0.7,11.83,0.81,7.56,3.12,4.63,0.51,1.98,5.09,0.78,11.78,2.45,5.3,3.99,9.54,0.68,0.05,0.54,0.11,0.02,0.05,0,0.03,0.02,0,0,18.08,4.18,7.48,0.13,1.11,0.09,0,0.05,0.32,0.46,2.85,1.42
80,"0",1,12776,94.84,74.24,23.61,49.83,27.01,31.21,70,39.43,7.08,3.12,0.32,1.26,0.12,0.06,1.36,3.96,7.74,14.06,4.7,2.42,4.56,0.71,8.59,4.12,2.72,1.39,6.29,2.32,3.37,2.28,0.99,0.13,0.24,0.31,9.02,0.02,0.11,0.28,0.06,13.66,4.44,3.58,1.05,2.07,1.3,2.86,0.99,0.63,0.13,0.12,0.88,0.17,0.35,0.16,0.44,7.44,2.42,1.55,2.67,1.2,0.45,3.72,3.67,0.85,10.18,1.68,5.93,2.72,3.35,0.23,0.05,0.09,0.07,0.01,0.31,0,0.2,0.09,0.03,0,22.61,4.57,6.97,0.18,0.49,0.07,0.05,3.28,0.44,0.59,5.02,0.95
81,"0",1,13882,96.56,74.29,15.53,20.13,29.04,32.22,73.94,40.97,6.84,2.97,0.37,0.63,0.03,0.17,1.77,3.87,8.69,15.07,4.82,1.53,5.02,0.53,8.08,4.79,3.69,0.88,8.37,1.34,5.37,2.48,2.85,0.26,0.45,0.27,9.39,0.01,0.51,0.18,0.14,13.35,5.79,2.96,1.22,1.74,0.39,2.64,2.2,0.81,0.04,0.33,0.42,0.06,0.13,0.01,0.19,10.17,4.2,1.48,4.31,0.61,0.22,3.98,3.23,0.64,7.5,1.19,4.61,1.97,3.89,0.32,0.01,0.19,0.71,0.01,0.3,0,0.24,0.01,0.05,0,22.1,4.29,8.64,0.32,0.49,0,0,0.71,0.2,1.09,6.03,0.32
82,"0",1,1209,92.25,71.59,11.56,76.27,22.39,34.08,73.12,34.82,4.47,1.99,0,1.32,0,0.17,0.5,2.48,5.13,13.15,4.8,2.65,6.29,0.66,7.69,4.3,2.73,0.91,7.69,2.56,3.72,3.23,0.5,0,0.33,0.17,7.36,0.08,0,0.41,0.33,11.83,4.8,3.39,0.25,1.32,0.5,2.32,2.07,1.41,0,0.33,1.24,1.16,0,0,0.08,12.82,2.07,3.47,7.28,2.65,0.25,3.72,3.8,0.58,7.11,0.66,4.38,2.07,10.84,0.17,0.08,2.73,0,0,1.32,0,1.16,0,0.17,0,26.96,5.29,9.76,0.25,0.5,0.25,0,1.24,0.17,2.23,5.62,1.65
84,"1",1,11189,95.88,49.75,48.29,33,28.47,37.88,71.38,38.39,4.33,1.48,0,0.41,0.08,0.13,0.87,2.85,7.93,13.95,4.95,2.53,5.33,0.9,7.7,4.9,3.28,1.22,7.44,2.99,2.42,1.4,0.98,0.27,0.53,0.14,4.63,0.13,0.04,0.09,0.24,20.56,10.65,2.99,2.14,2.53,0.69,4.28,1.14,0.97,0.07,0.04,0.46,0.13,0.27,0.08,0.09,3.58,0.78,0.94,1.73,0.46,0.4,3.13,3.93,0.51,8.08,0.88,4.94,2.18,3.49,0.06,0.05,0.4,0.02,0.07,0.21,0,0.11,0.02,0.08,0,22.54,4.79,7.16,0.39,0.76,0,0,2.73,0.29,0.46,5.13,0.83
86,"0",1,11849,94.39,63.77,22.41,24.96,26.57,37.98,69.31,35.64,4.41,1.7,0.01,0.57,0.01,0.08,1.03,2.72,6.35,13.15,5.27,2,5.07,0.97,7.9,4.59,2.84,0.92,5.98,1.82,3.49,1.57,1.62,0.57,0.72,0.57,6.51,0.01,0.03,0.07,0.1,15.35,6.85,3.71,1.25,1.68,0.98,2.59,1.64,1.11,0.02,0.31,0.74,0.13,0.26,0.09,0.45,7.59,0.99,1.33,4.95,0.41,0.92,4.08,3.3,0.6,8.32,1.07,4.95,2.43,5.78,0.4,0,0.24,0.03,0,0.24,0,0.14,0.02,0.08,0,25.05,5.48,8.29,0.35,0.96,0.03,0,2.36,0.34,0.35,6.14,0.74
87,"0",1,12523,91.46,68.11,15.97,9.48,24.18,33,74.84,41.12,6.86,2.23,0.23,0.42,0.13,0.16,1.29,4.63,7.56,13.5,6.08,2.83,5.46,1.14,9.18,4.88,2.98,1.14,5.89,1.78,4.13,1.39,2.72,1.75,1.83,0.07,8.54,0.01,0.98,0.18,0.24,13.58,3.83,2.91,1.45,2.83,1.17,2.99,2.35,1.83,0.06,0.2,0.48,0.18,0.09,0.02,0.05,8.02,3.08,1.29,2.64,1.37,1.52,4.12,3.27,1.55,9.57,0.86,6.09,2.57,4.62,0.22,0.1,0.28,0.02,0.01,0.3,0.02,0.23,0.02,0.03,0,19.58,4.44,7.11,0.14,0.31,0.03,0.01,1.49,0.76,0.49,3.83,0.97
89,"1",1,15715,93.16,73.69,27.1,87.77,30.16,33.48,79.5,39.48,6.54,2.47,0.37,0.7,0.04,0.25,1.11,4.07,7.23,13.42,4.94,2.56,5.28,0.99,8.52,6.23,3.26,1.25,4.84,2.27,5.5,4.48,0.85,0.18,0.06,0.18,10.83,0.08,1.96,0.87,0.9,14.71,4.02,1.87,2.51,3.3,1.59,3.76,1.11,0.67,0.12,0.19,2.03,0.1,0.94,0.97,0.02,10.68,5.57,2.23,1.88,1.72,0.17,3.03,4.18,1.91,11.95,0.97,6.31,4.73,3.3,0.18,0.06,0.29,0.01,0,0.83,0.11,0.53,0.24,0.06,0,23.15,3.9,5.94,0.29,0.47,0.06,0.01,3.47,1.29,0.76,5.54,1.44
93,"0",1,21346,94.83,81.11,18.74,13.62,23.8,34.77,74.06,35.48,5.6,2.84,0.28,0.86,0.06,0.2,1.44,2.76,6.99,12.83,3.17,2.71,5.18,0.84,5.72,4.31,2.34,1.06,5.68,1.52,7.27,3.12,4.02,1.75,0.47,1.52,11.52,0.06,1.22,0.12,0.15,13.55,3.79,3.87,1.68,1.99,1.58,2.48,1.44,0.38,0.05,0.62,0.62,0.04,0.41,0,0.15,14.62,3.74,2.35,4.54,3.16,2.76,2.16,2.77,1.5,11.01,1.54,6.65,2.86,4.11,0.18,0.03,0.15,0.03,0.02,0.17,0.02,0.08,0.06,0,0,22.78,5.02,7.14,0.03,0.25,0.11,0,2.93,0.47,0.74,5.5,0.59
94,"1",1,14218,92.59,58.78,16.86,39.61,25.39,32.41,72.75,38.25,4.9,1.62,0.3,0,0,0.06,1.26,3.28,7.53,12.46,6.11,2.95,5.04,1.23,9.83,4.94,3.36,0.68,6.65,1.81,4.02,2.27,1.5,0.37,0.2,0.53,6.51,0,0.03,0.08,0.12,14.91,5.36,4.66,1.5,1.85,1.19,2.72,1.27,0.61,0.32,0.15,0.16,0.05,0.09,0.01,0.05,7.28,0.28,3.79,1.96,1.37,1.02,5.2,4.26,1.24,8.41,1.15,4.28,2.97,7.67,0.11,0.01,0.38,0.01,0.01,0.3,0.03,0.03,0.08,0.16,0,23.55,4.8,8.26,0.11,0.98,0.01,0,2.48,0.35,0.11,5.04,1.42
