"Filename"	"Segment"	"WC"	"Analytic"	"Clout"	"Authentic"	"Tone"	"WPS"	"Sixltr"	"Dic"	"function."	"pronoun"	"ppron"	"i"	"we"	"you"	"shehe"	"they"	"ipron"	"article"	"prep"	"auxverb"	"adverb"	"conj"	"negate"	"verb"	"adj"	"compare"	"interrog"	"number"	"quant"	"affect"	"posemo"	"negemo"	"anx"	"anger"	"sad"	"social"	"family"	"friend"	"female"	"male"	"cogproc"	"insight"	"cause"	"discrep"	"tentat"	"certain"	"differ"	"percept"	"see"	"hear"	"feel"	"bio"	"body"	"health"	"sexual"	"ingest"	"drives"	"affiliation"	"achieve"	"power"	"reward"	"risk"	"focuspast"	"focuspresent"	"focusfuture"	"relativ"	"motion"	"space"	"time"	"work"	"leisure"	"home"	"money"	"relig"	"death"	"informal"	"swear"	"netspeak"	"assent"	"nonflu"	"filler"	"AllPunc"	"Period"	"Comma"	"Colon"	"SemiC"	"QMark"	"Exclam"	"Dash"	"Quote"	"Apostro"	"Parenth"	"OtherP"	"Study.Num"
"01.txt"	1	12255	97.59	48.56	20.55	26.58	22.78	30.06	64.18	37.96	2.82	0.45	0.03	0	0	0.01	0.41	2.37	10.3	12.89	4.32	2.06	5.78	0.95	7.08	2.95	1.89	0.72	9.49	1.41	1.53	0.5	0.45	0.01	0.14	0.08	3.82	0.01	0	0.16	0.01	13.35	5.15	5.15	0.55	1.54	0.4	3.2	5.56	4.66	0.46	0.16	0.34	0.2	0.06	0	0.08	3.09	0.61	1.2	1.01	0.53	0.39	3.45	2.85	0.49	8.24	0.58	5.84	1.88	1.59	0.2	0.02	0.13	0.01	0	0.17	0	0.16	0.02	0.01	0	21.48	5.21	8.33	0.02	0.6	0.02	0	0.61	0.26	0.09	5.67	0.67	1
"03.txt"	1	15310	97.37	50.16	23.32	26.53	16.25	27.3	61.5	34.54	3.32	0.65	0.03	0.39	0.03	0	0.2	2.68	8.29	12.95	4.21	1.77	4.42	0.79	6.72	4.72	2.7	0.58	9.48	1.76	1.72	0.88	0.84	0.07	0.03	0.44	2.89	0.03	0.01	0.33	0.02	11.54	4.36	3.25	0.6	1.28	0.89	2.45	1.06	0.49	0.05	0.18	0.12	0.07	0.03	0	0.01	5.34	1.03	1.43	2.66	0.19	0.27	2.7	2.74	0.28	10.4	0.68	6.43	3.16	4.24	0.03	0.04	0.88	0.04	0.01	0.46	0	0.4	0.12	0.01	0	29.23	7.75	10.78	0.5	0.48	0.04	0	2.36	0.07	0.05	6.02	1.19	3
"04.txt"	1	4537	94.67	42.99	24.16	39.57	25.63	32.22	67.6	38.37	4.52	0.75	0	0.29	0	0	0.46	3.77	6.83	14.19	6	2.71	4.63	1.06	10.32	4.94	3.53	0.6	7.47	2.01	2.71	1.74	0.97	0.51	0.04	0.22	2.56	0	0	0.02	0.02	14.15	5.93	3.31	1.06	2.47	0.73	3.48	0.57	0.42	0.04	0	0.07	0	0	0	0.07	6.37	0.46	2.91	1.87	0.99	0.79	3.72	5.64	0.71	8.44	0.95	3.55	4.17	4.58	0.02	0	0.24	0	0	1.43	0.07	1.32	0	0.04	0	22.44	5.11	8.22	0.35	0.4	0	0	2.82	0.04	0.04	4.12	1.32	4
"05.txt"	1	4500	95.18	42.93	25.83	44.48	23.32	28.31	72.18	44.44	5.02	0.73	0	0.33	0	0.04	0.36	4.29	9.13	15.42	6.91	2.82	6.18	0.82	9.27	6.4	5.13	1.11	3.87	1.8	2.27	1.64	0.62	0.11	0.24	0.16	2.22	0	0.09	0.16	0	13.76	2.96	5.18	0.6	2.2	0.91	3.51	3.22	1.2	0	0.16	0.11	0.02	0.04	0	0.04	3.09	0.47	1.04	1.02	0.78	0.38	3.98	4.22	1.13	11.29	0.62	7.36	3.11	4.44	0.07	0.02	0.51	0	0	0.53	0	0.44	0	0.09	0	17.22	4.69	6.13	0.09	0.38	0.02	0	0.53	0.04	0.29	4.4	0.64	5
"06.txt"	1	10969	95.21	51.9	26.44	23.35	26.69	25.43	70.29	41.95	4.81	0.86	0.03	0.46	0	0.02	0.35	3.96	8.43	14.84	6.6	2.63	5.67	0.72	9.34	5.48	3.15	0.83	5.2	2.41	3.09	1.46	1.61	0.52	0.1	0.87	3.56	0	0	0.36	0.02	13.63	4.87	3.86	0.64	1.53	1.28	2.8	1.27	0.67	0.32	0.08	0.17	0.09	0.04	0.01	0.05	4.65	1.11	0.53	2.28	0.45	0.58	3.67	5.13	1.03	10.18	0.82	5.58	3.94	2.2	0.05	0.01	0.34	0	0.08	1.22	0.01	1.16	0.67	0.01	0	20.69	4.88	7.04	0.33	0.68	0.05	0	0.77	0.2	0.28	5.57	0.88	6
"07.txt"	1	5590	97.36	44.53	25.88	28.75	23.69	29.77	68.59	39.48	3.56	0.52	0.05	0.18	0	0	0.29	3.04	10.04	13.74	4.99	2.25	5.51	0.75	7.91	6.89	4.74	0.82	6.06	2.84	1.54	0.86	0.68	0.04	0.07	0.43	2.77	0	0.02	0	0	14.04	4.01	3.85	0.88	3.04	1.07	3.52	1.5	1.27	0.16	0	0.21	0.02	0.11	0	0.09	4.19	0.63	1.54	1.86	0.41	0.23	2.7	4.7	0.72	10.41	0.72	7.41	2.08	2.84	0.14	0.05	0.41	0.02	0.04	0.2	0	0.13	0.04	0.07	0	17.85	4.83	6.17	0.25	0.63	0.05	0	1.06	0.29	0.16	3.79	0.63	7
"08.txt"	1	14789	94.93	53.81	23.86	35.7	27.44	32.66	71.89	40.08	5.5	1.41	0.02	0.6	0.1	0.01	0.68	4.09	9.01	13.42	5.17	3.12	5.35	0.85	9.28	4.14	3.22	1.33	5.63	1.7	1.47	1	0.43	0.07	0.05	0.16	4.89	0.01	0.01	0.02	0.03	20.93	6.98	7.01	1.02	2.87	0.95	3.77	1.15	0.68	0.05	0.17	1.17	0.09	0.96	0.07	0.05	4.88	0.97	0.65	2.97	0.32	0.32	5.11	4.3	1.17	6.98	0.32	4.07	2.56	4.41	0.06	0.01	0.72	0.04	0.01	0.18	0	0.12	0.04	0.05	0	21.02	5.18	7.07	0.31	0.43	0.07	0	2.24	0.3	0.38	4.19	0.85	8
"10.txt"	1	5012	98.45	48.8	25.66	36.66	25.06	29.17	67.24	39.33	3.17	0.84	0	0.52	0	0	0.32	2.33	10.18	15.4	4.45	2.25	5.25	0.48	6.74	9.22	7.5	0.94	8	1.9	1.4	0.98	0.36	0.04	0.08	0.02	3.71	0	0	0.18	0	11.49	2.89	3.33	0.52	1.38	0.48	4.05	1.32	1	0.08	0.06	0.84	0	0.84	0	0	3.51	0.74	0.66	1.86	0.36	0.1	3.89	2.97	0.34	10.65	0.76	7.42	2.45	3.01	0.42	0.02	0.2	0.02	0	0.96	0	0.54	0.38	0.58	0	21.85	4.61	9.08	0.12	0.2	0	0	1.8	0.68	0.32	4.51	0.54	10
"104.txt"	1	3710	94.25	51.08	1	40.29	3710	14.18	18.81	2.96	0	0	0	0	0	0	0	0	1.81	0.54	0.13	0	0	0.62	4.72	1.59	0	0	49.81	2.26	0.97	0.89	0.08	0	0	0.08	0.89	0	0	0	0	3.18	0.57	1.05	0	0.75	0.84	0	0	0	0	0	0.35	0	0	0	0.35	2.35	0.54	0.62	1.11	0.62	0	2.05	1.11	0	5.09	1.02	3.83	0.24	0.86	0.35	0	0	0	0	3.21	0	3.21	0	0	0	65.42	0	3.32	9.6	5.34	0	0	15.42	0	0	2.83	28.92	104
"106.txt"	1	6898	93.89	48.38	1	30.16	6898	8.28	8.36	2.19	0	0	0	0	0	0	0	0	1	0.67	0	0	0	0.52	0.1	0.58	0.23	0	58.03	1.32	0.41	0.33	0.07	0	0	0.07	0.12	0	0	0	0	0.8	0.12	0.04	0	0.2	0.48	0	0	0	0	0	0.12	0	0	0	0.12	1	0	0.42	0.23	0.35	0	0.1	0.01	0	2.52	0.12	1.62	0.78	0.42	0.12	0	0	0	0	1.91	0	1.91	0	0	0	71.83	0	1.83	9.67	2.68	0	0	25.49	0	0	4.41	27.76	106
"107.txt"	1	4407	93.22	49.18	1	25.04	4407	9.78	9.01	1.59	0.32	0	0	0	0	0	0	0.32	0.05	0.95	0	0	0.23	0.05	0.02	1.82	0.09	0	63.44	0.16	2.41	1.18	1.23	0.02	0.82	0	0.29	0	0	0	0.05	1.75	0	0.18	0	0.16	1.09	0.41	0.16	0.09	0.07	0	0.39	0	0.11	0.05	0.23	1.25	0.05	0.07	1.18	0	0.05	0	0	0	1.47	0.07	1.32	0.09	0.5	0.29	1.2	0.27	0.02	0	0.05	0.05	0	0	0	0	90.54	0.05	54.87	10.48	0	0	0	4.86	4.77	0	4.9	10.62	107
"11.txt"	1	9923	95.81	60.66	40.32	25.61	27.41	34.88	65.69	36.09	4.05	0.99	0	0.7	0	0.01	0.28	3.06	6.03	14.56	4.71	2.16	5.33	0.61	7.93	5.72	4.01	0.54	6.12	2.72	1.8	0.9	0.91	0.39	0.17	0.2	5.55	0.02	2.7	0.09	0.01	14.14	4.82	4.74	0.41	1.7	1.47	2.93	0.95	0.59	0.16	0.02	0.53	0.04	0.36	0	0.13	7.15	4.22	0.6	1.61	0.48	0.48	2.64	3.79	0.33	12.2	0.95	10.16	1.28	2.56	0.07	2.73	0.11	0	0.01	0.5	0	0.4	0.29	0.03	0	22.96	5.07	6.32	0.19	0.94	0.05	0	1.65	0.6	0.19	5.6	2.34	11
"110.txt"	1	4816	90.3	49.17	1	21.31	4816	9.34	11.5	4.61	0.35	0.02	0.02	0	0	0	0	0.33	0	1.16	2.72	0	0.31	0.08	2.76	1.58	0.06	0	64.24	0.12	2.33	1.02	1.31	0.06	0.77	0	0.33	0	0	0.04	0	1.52	0	0.12	0	0.15	0.91	0.39	0.15	0.04	0.1	0	0.08	0	0.04	0	0.04	1.35	0.02	0.06	1.29	0	0.06	0	2.72	0.02	1.66	0	1.66	0	0.35	0.17	1.16	0.17	0.04	0	0.08	0.04	0.04	0	0	0	90.88	0.08	54.65	10.32	0	0	0	5.19	4.9	0	5.07	10.67	110
"111.txt"	1	4096	90.55	48.24	1	26.58	4096	9.47	11.16	4.08	0.51	0.07	0.07	0	0	0	0	0.44	0	1.03	2.22	0	0.39	0	2.27	1.81	0.12	0	63.96	0.2	2.1	1.07	1.03	0.07	0.59	0	0.27	0	0	0	0.02	1.76	0	0.12	0	0.2	0.98	0.59	0.12	0.02	0.1	0	0.27	0	0.12	0.02	0.12	1.25	0.02	0.12	1.07	0	0.1	0	2.22	0	1.42	0	1.42	0	0.78	0.17	1.03	0.59	0	0	0.05	0.05	0	0	0	0	90.6	0.05	54.52	10.28	0	0	0	5.1	5.08	0	4.98	10.6	111
"112.txt"	1	1235	93.22	49.03	1	31.28	1235	8.99	8.26	1.7	0.24	0	0	0	0	0	0	0.24	0	1.05	0	0	0.4	0	0	2.35	0.08	0	64.29	0.16	2.59	1.46	1.13	0	0.49	0.08	0.08	0	0	0.08	0	1.86	0	0.08	0	0.16	1.38	0.32	0.08	0.08	0	0	0.32	0	0.08	0.08	0.16	1.54	0	0.32	1.3	0	0.08	0	0.24	0	1.21	0	1.21	0	0.97	0.16	0.57	0.4	0	0	0	0	0	0	0	0	91.82	0.16	54.17	10.85	0	0	0	5.18	5.18	0	5.34	10.93	112
"113.txt"	1	1263	89.82	53.48	1	25.77	421	0.24	15.91	6.97	4.43	4.43	1.82	0	2.61	0	0	0	1.98	0.16	0.32	0	0	0.08	0.4	0	0	0	13.78	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.08	0.08	0	0	0	0	0	0	0	0	0.4	0	0.32	0.08	0.24	0	0	0.08	0	0	0	0	11.16	0	11.08	2.38	0.16	0	63.34	1.9	2.14	1.66	2.14	1.82	2.14	1.74	1.66	1.58	3.56	42.99	113
"114.txt"	1	4971	93.05	49.28	1	24.81	4971	9.66	9.11	1.59	0.34	0.04	0.04	0	0	0	0	0.3	0	0.93	0.04	0	0.26	0.06	0.1	1.75	0.14	0	62.72	0.42	1.95	0.95	1.01	0.04	0.64	0	0.44	0	0	0.04	0.02	1.83	0.04	0.16	0	0.42	0.89	0.46	0.22	0.1	0.06	0.06	0.28	0.08	0.12	0.02	0.1	1.27	0.06	0.1	1.09	0	0.06	0.02	0.12	0	1.33	0.06	1.21	0.04	0.99	0.34	1.05	0.5	0.04	0	0.06	0.06	0	0	0	0	91.59	0.48	54.17	10.26	0	0	0	4.91	5.45	0	5.49	10.82	114
"115.txt"	1	3040	89.94	50.53	1	26.86	380	0.07	16.25	7.34	4.87	4.87	2.47	0.07	2.3	0.03	0	0	2.07	0.3	0.1	0	0	0	0.13	0	0	0	10.99	0	0.07	0.07	0	0	0	0	0.33	0.07	0	0.07	0.07	0.07	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0.1	0.03	0	0.16	0.1	0	0.07	0	0	0	0.13	0	0.13	0	0.13	0	0	0.03	0	0	0	0.03	10.86	0.03	10.62	2.2	0.1	0.07	65.79	1.97	2.3	1.91	2.11	2.34	1.88	1.64	2.07	1.74	3.65	44.18	115
"116.txt"	1	1706	88.97	50.47	1	24.83	853	0.12	16.76	6.57	4.63	4.63	2.34	0	2.23	0.06	0	0	1.58	0.06	0.23	0.06	0.06	0	0.23	0	0	0	10.49	0	0.06	0	0.06	0	0	0	0.35	0.06	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.06	0	0	0.41	0.18	0	0.23	0	0	0	0.23	0	0.06	0	0.06	0	0.18	0	0	0	0	0	11.96	0.12	11.9	2.4	0.12	0	66.65	1.58	2.05	1.35	2.4	2.29	1.41	1.76	1.41	2.17	2.93	47.3	116
"117.txt"	1	4225	89.29	50.28	1	25.77	422.5	0.05	16.64	7.1	4.83	4.83	2.39	0.02	2.39	0.02	0	0	1.99	0.05	0.09	0.02	0.14	0.05	0.09	0.02	0.02	0	11.22	0.02	0.14	0.07	0.07	0	0	0	0.31	0	0.05	0.02	0.12	0.12	0	0	0.12	0.12	0	0.12	0.05	0	0.05	0	0.09	0	0.07	0.02	0	0.24	0.12	0	0.12	0	0	0	0.09	0	0.07	0	0.07	0	0.05	0.05	0	0	0	0	11.67	0.09	11.43	2.37	0.26	0.05	64.21	2.44	1.56	2.2	1.87	2.15	1.89	2.08	1.89	1.59	4.07	42.46	117
"118.txt"	1	4939	90.3	53.4	1	26.78	617.38	0.06	17.27	7.69	4.8	4.8	1.94	0	2.85	0	0	0	2.57	0.14	0.12	0	0.06	0.04	0.12	0.02	0.02	0	11.56	0.02	0.06	0.06	0	0	0	0	0.16	0.04	0	0.02	0.02	0.12	0	0	0.04	0.06	0	0.12	0.06	0	0.06	0	0.12	0	0.04	0.08	0.02	0.08	0.04	0	0.04	0	0	0	0.08	0.02	0.04	0	0.04	0	0.02	0.22	0	0	0	0	11.99	0.06	11.91	2.49	0.06	0	66.59	1.58	2.81	4.25	2.37	2.11	1.07	1.66	1.32	2.23	3.24	43.96	118
"12.txt"	1	4327	96.64	46.95	29.52	41.66	29.64	28.98	66	36.54	3.91	0.79	0	0.23	0	0	0.55	3.12	7.86	13.8	5.41	1.69	4.65	0.83	7.9	5.62	3.77	0.65	5.45	1.8	1.99	1.39	0.51	0.05	0.16	0.16	3.05	0	0.02	0.02	0.05	14.65	6.47	3.58	0.74	1.73	0.79	3.21	2.47	0.67	1.48	0.23	0.12	0.05	0.05	0	0.07	2.82	0.6	1.11	1.11	0.44	0.12	3.44	4.25	0.42	8.83	0.53	4.71	3.19	3.54	0.07	0	1.09	0	0	0.21	0	0.14	0.07	0	0	23.92	5.25	7.9	0.39	0.86	0	0	2.52	0.6	0.07	5.34	0.99	12
"120.txt"	1	3802	89.66	48.74	1	26.64	345.64	0	16.18	6.81	4.66	4.63	2.52	0.03	2.05	0.03	0	0.03	1.84	0.18	0.03	0.05	0.11	0	0.05	0.03	0.03	0	11.81	0.03	0.05	0.05	0	0	0	0	0.24	0.03	0	0.03	0.05	0.08	0	0	0.03	0.05	0	0.08	0.03	0	0.03	0	0	0	0	0	0	0.21	0.08	0	0.13	0	0	0	0.05	0	0.18	0.03	0.16	0	0.05	0.11	0	0	0	0.08	10.99	0.03	10.84	2.05	0.18	0	64.36	2.39	2.1	2.05	1.81	2.21	2.1	1.58	1.71	2.13	3.71	42.56	120
"121.txt"	1	5648	90.71	51.77	1	26.36	353	0.02	17.17	6.71	4.16	4.14	1.91	0.02	2.14	0.07	0	0.02	2.23	0.18	0.09	0.02	0.11	0	0.09	0.04	0.04	0	10.78	0	0.07	0.05	0.02	0	0	0	0.34	0.04	0	0.05	0.12	0.07	0	0.05	0	0	0	0.02	0.05	0	0.05	0	0.09	0	0.07	0.02	0	0.25	0.05	0	0.19	0	0	0	0.09	0	0.18	0	0.18	0	0.12	0.09	0	0	0	0	12.16	0.12	12.06	2.43	0.11	0.04	66.61	2.09	1.98	2.2	2.11	2.25	1.75	2.6	2.05	2.18	3.97	43.43	121
"122.txt"	1	5148	89.88	49.07	1	26.09	367.71	0.08	17.39	6.93	4.41	4.41	2.35	0.04	2.02	0	0	0	2.02	0.19	0.21	0.08	0.1	0.06	0.27	0.02	0.02	0	11.34	0.02	0.1	0.06	0.04	0	0	0	0.27	0.04	0.02	0.06	0.08	0.04	0	0	0	0.02	0	0.04	0.06	0	0.06	0	0.16	0	0.12	0.04	0	0.31	0.08	0	0.23	0	0	0.02	0.25	0	0.17	0.04	0.12	0.02	0.12	0.08	0	0	0	0	11.87	0.12	11.69	2.1	0.12	0.02	65.15	1.94	2.21	2.2	1.77	2.62	2.04	1.65	1.77	1.9	4.14	42.91	122
"124.txt"	1	1168	91.21	51.71	1	25.77	389.33	0	16.87	6.34	3.51	3.51	1.46	0	2.05	0	0	0	2.23	0.26	0.09	0	0.17	0.26	0.17	0.09	0.09	0	11.04	0	0	0	0	0	0	0	0.26	0	0	0	0	0.09	0	0.09	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0.17	0.09	0	0.09	0	0	0	0.09	0	0.09	0.09	0	0	0.17	0	0	0	0	0	12.5	0.17	12.41	2.31	0.09	0	61.13	2.31	1.54	1.8	1.88	1.8	1.46	1.46	2.48	2.14	3.34	40.92	124
"127.txt"	1	5022	89.69	50.64	1	24.82	502.2	0.04	17.58	7.05	4.58	4.56	2.25	0	2.29	0.02	0	0.02	1.99	0.22	0.16	0.06	0.14	0.06	0.18	0.08	0.08	0	11.01	0.04	0.08	0	0.06	0	0	0	0.34	0.04	0.02	0.06	0.06	0.08	0	0	0	0.04	0	0.08	0.02	0	0.02	0	0.16	0	0.08	0.1	0	0.28	0.04	0	0.24	0	0	0	0.12	0	0.08	0	0.08	0	0.14	0.08	0	0	0	0.04	12.23	0.08	12.03	2.25	0.2	0.02	65.23	1.81	1.63	1.65	1.99	1.95	1.79	1.93	2.31	2.43	4.06	43.67	127
"129.txt"	1	3142	93.14	49.75	1	34.62	3142	9.55	8.82	1.59	0.19	0	0	0	0	0	0	0.19	0	0.95	0	0.03	0.38	0.03	0.13	1.97	0.16	0	63.27	0.32	2.29	1.4	0.89	0	0.57	0	0.38	0	0	0.03	0.03	2.01	0	0.16	0	0.32	1.34	0.35	0.1	0.06	0.03	0	0.41	0	0.1	0.13	0.19	1.11	0	0.06	1.08	0	0.03	0	0.13	0	1.62	0.03	1.59	0.03	0.16	0.35	1.37	0.13	0.03	0	0.1	0.06	0.03	0	0	0	90.58	0.13	54.11	10.6	0	0	0	4.9	4.87	0	5.12	10.85	129
"13.txt"	1	7446	96.96	56.51	8.07	9.1	21.9	36.66	65.61	34.35	3.14	0.55	0.04	0.42	0	0.01	0.08	2.59	7.64	13.05	3.52	2.14	5.39	0.75	6.22	4.24	2.14	0.54	11.29	2.16	3.59	1.1	2.47	0.13	0.05	0.07	4.55	0.03	0.03	0.5	0.05	14.6	3.45	3.48	2.93	1.89	1.61	2.54	0.93	0.77	0.01	0.04	0.83	0	0.78	0	0.05	9.08	1.79	2.99	1.69	0.46	2.47	3.52	3.88	0.52	9.51	1.83	4.66	3.01	7.57	0.11	0.04	0.55	0	0	0.68	0	0.63	0.51	0.05	0	24.34	6.04	8.3	0.11	0.42	0.44	0	1.52	0.13	0.21	6.23	0.93	13
"132.txt"	1	1111	90.26	48.2	1	10.04	1111	10.62	12.96	4.86	0.54	0	0	0	0	0	0	0.54	0	1.26	2.61	0	0.36	0.09	2.61	1.17	0	0	62.47	0.09	2.7	0.72	1.98	0	1.53	0	0.18	0	0	0	0	1.62	0	0.27	0	0.09	0.72	0.54	0.09	0	0.09	0	0.63	0.09	0.18	0.18	0.18	2.07	0	0	1.98	0	0.09	0	2.61	0	1.8	0	1.71	0	0.54	0.18	1.26	0.36	0	0	0	0	0	0	0	0	95.23	0.18	57.34	10.44	0	0	0	5.49	5.22	0	5.4	11.16	132
"133.txt"	1	8197	90.73	50.2	1	25.97	303.59	0.04	16.23	6.5	4.1	4.09	2.05	0.02	2	0.01	0	0.01	2.18	0.11	0.05	0.02	0.06	0.01	0.09	0.04	0.02	0	11.24	0.02	0.06	0.04	0.02	0	0	0	0.2	0	0.02	0.02	0.04	0.04	0	0	0	0.02	0	0.04	0.04	0	0.04	0	0.01	0	0.01	0	0	0.17	0.09	0	0.09	0	0	0	0.09	0	0.13	0.04	0.09	0.01	0.11	0.06	0	0.01	0	0.02	11.36	0.07	11.19	2.49	0.18	0.02	65.11	1.98	2.13	1.89	1.65	2.42	2.01	1.84	1.88	2.01	3.92	43.38	133
